what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494481840666
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1494481840697
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1494481843811
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494481847087
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1494481852929
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494481877551
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494481877914
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494481981347
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494481981347
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494481981532
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494481981532
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494481985091
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494481995629
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1494481999753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482014363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482189845
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1494482194614
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1494482199593
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1494482200238
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1494482206025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482211878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482215605
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494482221031
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1494482223453
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494482223453
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494482225659
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1494482225944
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1494482227964
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494482227980
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1494482232844
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1494482244197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482249941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482252826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482254189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482350905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482353744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482369474
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482370094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482390103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482408821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482455661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494482463552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482474054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482476321
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1494482476358
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494482482691
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1494482490762
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494482504250
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494482504398
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1494482529235
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494482534763
started,bundle,org.eclipse.datatools.connectivity,1.2.4.v201202041105,"org.eclipse.datatools.connectivity",1494482577666
started,bundle,org.eclipse.datatools.connectivity.ui,1.2.2.v201111190813,"org.eclipse.datatools.connectivity.ui",1494482577666
started,bundle,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.ui.dse",1494482577666
started,bundle,org.eclipse.datatools.enablement.ingres.ui,1.0.0.v201105270214,"org.eclipse.datatools.enablement.ingres.ui",1494482578036
started,bundle,org.eclipse.datatools.connectivity.sqm.core,1.2.4.v201201131116,"org.eclipse.datatools.connectivity.sqm.core",1494482582564
started,bundle,org.eclipse.datatools.connectivity.sqm.core.ui,1.2.1.v20110926045,"org.eclipse.datatools.connectivity.sqm.core.ui",1494482582579
opened,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1494482582918
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1494482583165
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494482607527
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1494482696547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482716329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482736924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482748639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482753558
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482764609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482767697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482773283
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482803053
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1494482808182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494482839646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494483148886
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494483150312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494483150870
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494483155633
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494483157969
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1494483158184
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1494483162109
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1494483164113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494483228486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494483239934
