what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494506570010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494506731713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494506731907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494506739682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494506745562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494506774722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494506784556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494506830512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494506863627
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494506892944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1494506931668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1494506932222
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1494506942314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494506984693
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507057789
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494507077564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494507079265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494507097567
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494507097805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494507102145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494507110149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494507112081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507117543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507117706
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494507119862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494507129917
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494507139805
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507149458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507151031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507154760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507158251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507165586
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507166923
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494507171463
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507270898
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507273581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1494507283510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1494507285473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1494507291078
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494507294110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494507295427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494507312200
