what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1494447399838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494447411470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494447416028
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494447416311
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1494447461509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494447472612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494447572239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494447581304
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494447589030
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494447603449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494447632552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494447656039
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494447661278
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494447673295
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1494447673595
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494447681403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494447683605
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1494447683636
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494447687095
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1494447687496
closed,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494447687496
