what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451374154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451376024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494451389289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494451391238
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451398162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451400504
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1494451400535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451414912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494451417213
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494451417428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451423243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451424837
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451440181
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494451444911
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494451446331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451460594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451463106
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1494451463137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451468103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494451473528
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1494451473559
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1494451481976
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494451488333
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1494451488581
